Name,Realm,Level,Class,Race,Rank,AQ,AP,Alt?,Main,iLvl,Last Login,Raider.io,Armory,Logs
Relentles,moonglade,90,Monk,Gnome,Full Moon,2887.0,23730.0,True,Spazzingout,243,2026-03-15 18:43:01,https://raider.io/characters/eu/moonglade/relentles,https://worldofwarcraft.blizzard.com/en-gb/character/eu/moonglade/relentles,https://www.warcraftlogs.com/character/eu/moonglade/relentles
Tenika,terokkar,80,Hunter,Night Elf,Full Moon,3756.0,32100.0,False,Tenika,662,2025-12-21 22:28:56,https://raider.io/characters/eu/terokkar/tenika,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/tenika,https://www.warcraftlogs.com/character/eu/terokkar/tenika
Kippona,terokkar,80,Priest,Draenei,Full Moon,1877.0,16425.0,True,Primtah,84,2026-01-26 20:14:51,https://raider.io/characters/eu/terokkar/kippona,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/kippona,https://www.warcraftlogs.com/character/eu/terokkar/kippona
Krenberry,darkspear,80,Rogue,Night Elf,Officer Alt,3476.0,30265.0,True,Peetsj,105,2026-02-26 21:31:10,https://raider.io/characters/eu/darkspear/krenberry,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/krenberry,https://www.warcraftlogs.com/character/eu/darkspear/krenberry
Euandros,darkspear,80,Paladin,Blood Elf,Full Moon,3999.0,33325.0,True,Olgítsa,150,2026-02-26 19:21:01,https://raider.io/characters/eu/darkspear/euandros,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/euandros,https://www.warcraftlogs.com/character/eu/darkspear/euandros
Haralamb,terokkar,80,Death Knight,Human,Half Moon,2051.0,17355.0,False,Haralamb,84,2026-03-13 16:45:22,https://raider.io/characters/eu/terokkar/haralamb,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/haralamb,https://www.warcraftlogs.com/character/eu/terokkar/haralamb
Shootær,darkspear,80,Hunter,Orc,Waxing Moon,3999.0,33325.0,True,Olgítsa,127,2026-02-26 19:13:13,https://raider.io/characters/eu/darkspear/shootær,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/shootær,https://www.warcraftlogs.com/character/eu/darkspear/shootær
Swiftnsure,terokkar,80,Hunter,Night Elf,Full Moon,2000.0,17460.0,True,Zarramon,122,2026-03-11 21:26:00,https://raider.io/characters/eu/terokkar/swiftnsure,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/swiftnsure,https://www.warcraftlogs.com/character/eu/terokkar/swiftnsure
Yasunda,terokkar,80,Hunter,Night Elf,Full Moon,1087.0,9215.0,True,Labela,91,2026-03-04 07:21:23,https://raider.io/characters/eu/terokkar/yasunda,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/yasunda,https://www.warcraftlogs.com/character/eu/terokkar/yasunda
Doragon,darkspear,90,Warrior,Dracthyr,Full Moon,3591.0,29325.0,False,Doragon,236,2026-03-16 12:50:08,https://raider.io/characters/eu/darkspear/doragon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/doragon,https://www.warcraftlogs.com/character/eu/darkspear/doragon
Deathanddki,saurfang,80,Death Knight,Draenei,Officer Alt,3472.0,29115.0,False,Deathanddki,155,2026-03-01 14:51:09,https://raider.io/characters/eu/saurfang/deathanddki,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/deathanddki,https://www.warcraftlogs.com/character/eu/saurfang/deathanddki
Lyione,terokkar,80,Hunter,Night Elf,Full Moon,2376.0,19965.0,False,Lyione,144,2026-03-08 22:06:09,https://raider.io/characters/eu/terokkar/lyione,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/lyione,https://www.warcraftlogs.com/character/eu/terokkar/lyione
Scrumptious,darkspear,90,Mage,Gnome,Officer Alt,2872.0,24930.0,True,Nytingale,228,2026-03-16 10:19:21,https://raider.io/characters/eu/darkspear/scrumptious,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/scrumptious,https://www.warcraftlogs.com/character/eu/darkspear/scrumptious
Deathseker,saurfang,80,Shaman,Dwarf,Officer Alt,3478.0,29150.0,True,Deathanddki,165,2026-03-03 19:55:00,https://raider.io/characters/eu/saurfang/deathseker,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/deathseker,https://www.warcraftlogs.com/character/eu/saurfang/deathseker
Sofy,terokkar,90,Monk,Void Elf,Full Moon,2246.0,19220.0,False,Sofy,227,2026-03-15 18:02:08,https://raider.io/characters/eu/terokkar/sofy,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/sofy,https://www.warcraftlogs.com/character/eu/terokkar/sofy
Zidas,terokkar,90,Demon Hunter,Night Elf,Full Moon,1110.0,9410.0,True,Labela,230,2026-03-16 08:32:07,https://raider.io/characters/eu/terokkar/zidas,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/zidas,https://www.warcraftlogs.com/character/eu/terokkar/zidas
Thómashélby,darkspear,80,Rogue,Gnome,Full Moon,2667.0,23945.0,True,Arthúrshélby,84,2026-03-10 18:28:04,https://raider.io/characters/eu/darkspear/thómashélby,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/thómashélby,https://www.warcraftlogs.com/character/eu/darkspear/thómashélby
Daealla,darkspear,90,Druid,Night Elf,Full Moon,1982.0,16180.0,False,Daealla,205,2026-03-15 11:11:42,https://raider.io/characters/eu/darkspear/daealla,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/daealla,https://www.warcraftlogs.com/character/eu/darkspear/daealla
Deathseekery,saurfang,80,Druid,Night Elf,Officer Alt,3525.0,29525.0,True,Deathanddki,123,2026-03-15 14:14:40,https://raider.io/characters/eu/saurfang/deathseekery,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/deathseekery,https://www.warcraftlogs.com/character/eu/saurfang/deathseekery
Yaena,terokkar,81,Mage,Human,Full Moon,2085.0,18515.0,False,Yaena,123,2026-03-16 12:17:46,https://raider.io/characters/eu/terokkar/yaena,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/yaena,https://www.warcraftlogs.com/character/eu/terokkar/yaena
Tinytelman,saurfang,81,Warrior,Mechagnome,Full Moon,2000.0,17460.0,True,Zarramon,126,2026-03-12 21:43:32,https://raider.io/characters/eu/saurfang/tinytelman,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/tinytelman,https://www.warcraftlogs.com/character/eu/saurfang/tinytelman
Ljayne,darkspear,80,Hunter,Night Elf,Full Moon,3973.0,33080.0,False,Ljayne,106,2026-03-10 00:59:41,https://raider.io/characters/eu/darkspear/ljayne,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/ljayne,https://www.warcraftlogs.com/character/eu/darkspear/ljayne
Laurajayne,darkspear,86,Druid,Night Elf,Full Moon,3981.0,33150.0,True,Ljayne,162,2026-03-16 03:32:53,https://raider.io/characters/eu/darkspear/laurajayne,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/laurajayne,https://www.warcraftlogs.com/character/eu/darkspear/laurajayne
Shabba,saurfang,80,Paladin,Human,Guild Officer,3174.0,26280.0,False,Shabba,720,2025-12-10 23:37:41,https://raider.io/characters/eu/saurfang/shabba,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/shabba,https://www.warcraftlogs.com/character/eu/saurfang/shabba
Darlingzilia,darkspear,80,Hunter,Night Elf,Waxing Moon,3999.0,33290.0,True,Olgítsa,104,2026-02-24 15:26:48,https://raider.io/characters/eu/darkspear/darlingzilia,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/darlingzilia,https://www.warcraftlogs.com/character/eu/darkspear/darlingzilia
Dustydan,terokkar,80,Paladin,Human,Full Moon,2000.0,17460.0,True,Zarramon,122,2026-03-13 21:49:18,https://raider.io/characters/eu/terokkar/dustydan,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/dustydan,https://www.warcraftlogs.com/character/eu/terokkar/dustydan
Wîcked,terokkar,80,Hunter,Night Elf,Active Moon,2375.0,20265.0,True,Wîcca,105,2026-02-15 17:47:32,https://raider.io/characters/eu/terokkar/wîcked,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/wîcked,https://www.warcraftlogs.com/character/eu/terokkar/wîcked
Kaidence,darkspear,80,Shaman,Dwarf,Full Moon,2571.0,22440.0,False,Kaidence,125,2026-03-15 19:35:01,https://raider.io/characters/eu/darkspear/kaidence,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/kaidence,https://www.warcraftlogs.com/character/eu/darkspear/kaidence
Torsden,saurfang,80,Shaman,Draenei,Full Moon,4975.0,40310.0,True,Ceyro,146,2026-03-09 21:29:24,https://raider.io/characters/eu/saurfang/torsden,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/torsden,https://www.warcraftlogs.com/character/eu/saurfang/torsden
Wîtch,terokkar,88,Mage,Void Elf,Full Moon,2396.0,20400.0,True,Wîcca,163,2026-03-15 19:19:03,https://raider.io/characters/eu/terokkar/wîtch,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/wîtch,https://www.warcraftlogs.com/character/eu/terokkar/wîtch
Carandil,terokkar,90,Druid,Night Elf,Active Moon,1943.0,16905.0,True,Primtah,237,2026-03-14 14:57:57,https://raider.io/characters/eu/terokkar/carandil,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/carandil,https://www.warcraftlogs.com/character/eu/terokkar/carandil
Dalyth,terokkar,90,Hunter,Draenei,Full Moon,4791.0,41285.0,False,Dalyth,188,2026-03-14 19:35:12,https://raider.io/characters/eu/terokkar/dalyth,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/dalyth,https://www.warcraftlogs.com/character/eu/terokkar/dalyth
Moonsiren,darkspear,80,Shaman,Draenei,Officer Alt,2870.0,24925.0,True,Nytingale,122,2026-03-14 21:07:30,https://raider.io/characters/eu/darkspear/moonsiren,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/moonsiren,https://www.warcraftlogs.com/character/eu/darkspear/moonsiren
Kysteria,moonglade,90,Priest,Void Elf,Waxing Moon,3353.0,26275.0,True,Vados,229,2026-03-16 13:33:24,https://raider.io/characters/eu/moonglade/kysteria,https://worldofwarcraft.blizzard.com/en-gb/character/eu/moonglade/kysteria,https://www.warcraftlogs.com/character/eu/moonglade/kysteria
Brazenhussey,darkspear,90,Druid,Night Elf,Vice Guild Master,2871.0,24925.0,True,Nytingale,227,2026-03-16 07:48:28,https://raider.io/characters/eu/darkspear/brazenhussey,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/brazenhussey,https://www.warcraftlogs.com/character/eu/darkspear/brazenhussey
Troyster,terokkar,89,Rogue,Night Elf,Full Moon,4283.0,35535.0,False,Troyster,179,2026-03-16 00:03:19,https://raider.io/characters/eu/terokkar/troyster,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/troyster,https://www.warcraftlogs.com/character/eu/terokkar/troyster
Decension,darkspear,80,Shaman,Draenei,Full Moon,3825.0,32335.0,False,Decension,117,2026-03-11 10:42:22,https://raider.io/characters/eu/darkspear/decension,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/decension,https://www.warcraftlogs.com/character/eu/darkspear/decension
Bluether,terokkar,90,Paladin,Human,Half Moon,3180.0,27155.0,False,Bluether,230,2026-03-16 11:03:20,https://raider.io/characters/eu/terokkar/bluether,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/bluether,https://www.warcraftlogs.com/character/eu/terokkar/bluether
Ziliarini,darkspear,80,Hunter,Blood Elf,Full Moon,3932.0,32700.0,True,Olgítsa,105,2026-01-25 01:37:44,https://raider.io/characters/eu/darkspear/ziliarini,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/ziliarini,https://www.warcraftlogs.com/character/eu/darkspear/ziliarini
Suchmonk,terokkar,90,Monk,Dark Iron Dwarf,Full Moon,2816.0,25235.0,False,Suchmonk,244,2026-03-15 20:01:20,https://raider.io/characters/eu/terokkar/suchmonk,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/suchmonk,https://www.warcraftlogs.com/character/eu/terokkar/suchmonk
Skarlett,saurfang,90,Shaman,Draenei,Full Moon,3248.0,26225.0,True,Izett,232,2026-03-16 10:52:53,https://raider.io/characters/eu/saurfang/skarlett,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/skarlett,https://www.warcraftlogs.com/character/eu/saurfang/skarlett
Deathshunter,saurfang,80,Hunter,Dwarf,Officer Alt,3439.0,28840.0,True,Deathanddki,133,2026-02-11 19:51:51,https://raider.io/characters/eu/saurfang/deathshunter,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/deathshunter,https://www.warcraftlogs.com/character/eu/saurfang/deathshunter
Mizzaurora,terokkar,80,Demon Hunter,Night Elf,Full Moon,4679.0,38255.0,False,Mizzaurora,109,2026-03-16 08:54:59,https://raider.io/characters/eu/terokkar/mizzaurora,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/mizzaurora,https://www.warcraftlogs.com/character/eu/terokkar/mizzaurora
Desinty,saurfang,90,Warrior,Night Elf,Full Moon,2900.0,25330.0,False,Desinty,234,2026-03-16 04:09:14,https://raider.io/characters/eu/saurfang/desinty,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/desinty,https://www.warcraftlogs.com/character/eu/saurfang/desinty
Tavin,saurfang,80,Rogue,Dwarf,Active Moon,2704.0,23470.0,True,Nakedlasagne,143,2026-03-13 22:48:26,https://raider.io/characters/eu/saurfang/tavin,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/tavin,https://www.warcraftlogs.com/character/eu/saurfang/tavin
Shrikei,saurfang,85,Priest,Draenei,Full Moon,2713.0,23540.0,True,Nakedlasagne,160,2026-03-15 19:42:30,https://raider.io/characters/eu/saurfang/shrikei,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/shrikei,https://www.warcraftlogs.com/character/eu/saurfang/shrikei
Livanne,terokkar,90,Mage,Human,Full Moon,3760.0,30580.0,False,Livanne,236,2026-03-16 12:55:02,https://raider.io/characters/eu/terokkar/livanne,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/livanne,https://www.warcraftlogs.com/character/eu/terokkar/livanne
Krennan,darkspear,90,Druid,Worgen,Vice Guild Master,3517.0,30590.0,True,Peetsj,219,2026-03-15 20:54:06,https://raider.io/characters/eu/darkspear/krennan,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/krennan,https://www.warcraftlogs.com/character/eu/darkspear/krennan
Quady,saurfang,90,Warlock,Void Elf,Super Moon,3820.0,31240.0,True,Bodhmall,237,2026-03-16 10:19:27,https://raider.io/characters/eu/saurfang/quady,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/quady,https://www.warcraftlogs.com/character/eu/saurfang/quady
Colandra,darkspear,84,Paladin,Draenei,Full Moon,2000.0,17460.0,True,Zarramon,147,2026-03-06 21:24:11,https://raider.io/characters/eu/darkspear/colandra,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/colandra,https://www.warcraftlogs.com/character/eu/darkspear/colandra
Malumebullio,saurfang,90,Priest,Gnome,Waxing Moon,3965.0,31660.0,False,Malumebullio,241,2026-03-15 18:11:48,https://raider.io/characters/eu/saurfang/malumebullio,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/malumebullio,https://www.warcraftlogs.com/character/eu/saurfang/malumebullio
Deathdemon,saurfang,80,Demon Hunter,Night Elf,Officer Alt,3439.0,28880.0,True,Deathanddki,126,2026-02-04 18:43:47,https://raider.io/characters/eu/saurfang/deathdemon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/deathdemon,https://www.warcraftlogs.com/character/eu/saurfang/deathdemon
Vincentae,saurfang,90,Warlock,Human,Full Moon,3310.0,29635.0,False,Vincentae,196,2026-03-15 22:48:30,https://raider.io/characters/eu/saurfang/vincentae,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/vincentae,https://www.warcraftlogs.com/character/eu/saurfang/vincentae
Arthurshélby,darkspear,80,Hunter,Human,Super Moon,2608.0,23505.0,True,Arthúrshélby,80,2026-02-01 09:17:57,https://raider.io/characters/eu/darkspear/arthurshélby,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/arthurshélby,https://www.warcraftlogs.com/character/eu/darkspear/arthurshélby
Deathbigears,saurfang,90,Warlock,Gnome,Officer Alt,3528.0,29555.0,True,Deathanddki,229,2026-03-15 22:00:45,https://raider.io/characters/eu/saurfang/deathbigears,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/deathbigears,https://www.warcraftlogs.com/character/eu/saurfang/deathbigears
Deathseekerv,saurfang,90,Paladin,Human,Guild Officer,3528.0,29555.0,True,Deathanddki,232,2026-03-15 21:50:55,https://raider.io/characters/eu/saurfang/deathseekerv,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/deathseekerv,https://www.warcraftlogs.com/character/eu/saurfang/deathseekerv
Gorkan,terokkar,90,Warrior,Human,Full Moon,3180.0,27155.0,True,Bluether,243,2026-03-16 10:55:42,https://raider.io/characters/eu/terokkar/gorkan,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/gorkan,https://www.warcraftlogs.com/character/eu/terokkar/gorkan
Dutchmenn,terokkar,88,Death Knight,Draenei,Guild Officer,2577.0,22880.0,False,Dutchmenn,167,2026-03-15 20:28:03,https://raider.io/characters/eu/terokkar/dutchmenn,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/dutchmenn,https://www.warcraftlogs.com/character/eu/terokkar/dutchmenn
Thawne,darkspear,80,Warrior,Void Elf,Active Moon,3825.0,32335.0,True,Decension,119,2026-03-11 10:46:28,https://raider.io/characters/eu/darkspear/thawne,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/thawne,https://www.warcraftlogs.com/character/eu/darkspear/thawne
Angeloflife,terenas,80,Priest,Void Elf,Full Moon,3294.0,30975.0,False,Angeloflife,677,2026-01-05 03:07:20,https://raider.io/characters/eu/terenas/angeloflife,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terenas/angeloflife,https://www.warcraftlogs.com/character/eu/terenas/angeloflife
Maharét,draenor,80,Rogue,Blood Elf,Full Moon,2211.0,18215.0,False,Maharét,167,2026-03-01 18:16:01,https://raider.io/characters/eu/draenor/maharét,https://worldofwarcraft.blizzard.com/en-gb/character/eu/draenor/maharét,https://www.warcraftlogs.com/character/eu/draenor/maharét
Fyrebeard,terenas,80,Warrior,Dark Iron Dwarf,Full Moon,4398.0,37590.0,False,Fyrebeard,139,2026-03-02 05:43:24,https://raider.io/characters/eu/terenas/fyrebeard,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terenas/fyrebeard,https://www.warcraftlogs.com/character/eu/terenas/fyrebeard
Silvermage,saurfang,80,Mage,Human,Full Moon,2661.0,21820.0,False,Silvermage,157,2026-02-27 15:03:07,https://raider.io/characters/eu/saurfang/silvermage,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/silvermage,https://www.warcraftlogs.com/character/eu/saurfang/silvermage
Lairiel,terokkar,89,Hunter,Night Elf,Full Moon,1479.0,12010.0,True,Relara,182,2026-03-15 14:47:37,https://raider.io/characters/eu/terokkar/lairiel,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/lairiel,https://www.warcraftlogs.com/character/eu/terokkar/lairiel
Lorénthia,argent-dawn,80,Druid,Night Elf,Waxing Moon,3182.0,25760.0,True,Ajénal,646,2025-12-07 14:45:31,https://raider.io/characters/eu/argent-dawn/lorénthia,https://worldofwarcraft.blizzard.com/en-gb/character/eu/argent-dawn/lorénthia,https://www.warcraftlogs.com/character/eu/argent-dawn/lorénthia
Petitcoeur,saurfang,89,Priest,Gnome,Super Moon,1701.0,14795.0,False,Petitcoeur,182,2026-03-15 21:20:03,https://raider.io/characters/eu/saurfang/petitcoeur,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/petitcoeur,https://www.warcraftlogs.com/character/eu/saurfang/petitcoeur
Bloodrins,ravencrest,80,Warrior,Dark Iron Dwarf,Half Moon,2363.0,19325.0,True,Otius,702,2025-12-11 18:50:36,https://raider.io/characters/eu/ravencrest/bloodrins,https://worldofwarcraft.blizzard.com/en-gb/character/eu/ravencrest/bloodrins,https://www.warcraftlogs.com/character/eu/ravencrest/bloodrins
Kiany,ravencrest,80,Priest,Dark Iron Dwarf,Half Moon,2042.0,17285.0,True,Cealla,109,2026-02-27 22:22:12,https://raider.io/characters/eu/ravencrest/kiany,https://worldofwarcraft.blizzard.com/en-gb/character/eu/ravencrest/kiany,https://www.warcraftlogs.com/character/eu/ravencrest/kiany
Gardarion,burning-steppes,80,Warrior,Human,Full Moon,1656.0,13490.0,False,Gardarion,129,2026-02-01 19:26:54,https://raider.io/characters/eu/burning-steppes/gardarion,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/gardarion,https://www.warcraftlogs.com/character/eu/burning-steppes/gardarion
Demonglide,ravencrest,29,Demon Hunter,Night Elf,New Moon,1279.0,10965.0,False,Demonglide,106,2026-01-08 17:37:32,https://raider.io/characters/eu/ravencrest/demonglide,https://worldofwarcraft.blizzard.com/en-gb/character/eu/ravencrest/demonglide,https://www.warcraftlogs.com/character/eu/ravencrest/demonglide
Shuey,darkspear,71,Warrior,Dark Iron Dwarf,New Moon,2906.0,24245.0,False,Shuey,38,2026-02-08 08:07:23,https://raider.io/characters/eu/darkspear/shuey,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/shuey,https://www.warcraftlogs.com/character/eu/darkspear/shuey
Chily,ravencrest,80,Monk,Pandaren,New Moon,2368.0,19355.0,True,Otius,593,2025-12-25 13:31:39,https://raider.io/characters/eu/ravencrest/chily,https://worldofwarcraft.blizzard.com/en-gb/character/eu/ravencrest/chily,https://www.warcraftlogs.com/character/eu/ravencrest/chily
Makuta,hellscream,86,Shaman,Orc,Half Moon,1786.0,14070.0,True,Saeko,146,2026-03-16 10:10:22,https://raider.io/characters/eu/hellscream/makuta,https://worldofwarcraft.blizzard.com/en-gb/character/eu/hellscream/makuta,https://www.warcraftlogs.com/character/eu/hellscream/makuta
Sereneety,darkspear,80,Demon Hunter,Night Elf,Waxing Moon,2000.0,17460.0,True,Zarramon,119,2026-03-11 20:36:37,https://raider.io/characters/eu/darkspear/sereneety,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/sereneety,https://www.warcraftlogs.com/character/eu/darkspear/sereneety
Fern,terokkar,90,Druid,Night Elf,Full Moon,958.0,8685.0,False,Fern,220,2026-03-14 01:57:08,https://raider.io/characters/eu/terokkar/fern,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/fern,https://www.warcraftlogs.com/character/eu/terokkar/fern
Ulfgrom,terokkar,90,Druid,Worgen,Full Moon,2295.0,20380.0,False,Ulfgrom,183,2026-03-15 18:56:23,https://raider.io/characters/eu/terokkar/ulfgrom,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/ulfgrom,https://www.warcraftlogs.com/character/eu/terokkar/ulfgrom
Faedra,darkspear,80,Hunter,Night Elf,Half Moon,2108.0,17380.0,False,Faedra,99,2026-03-12 11:48:01,https://raider.io/characters/eu/darkspear/faedra,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/faedra,https://www.warcraftlogs.com/character/eu/darkspear/faedra
Darqshaman,terokkar,80,Shaman,Dark Iron Dwarf,Officer Alt,2464.0,21495.0,True,Darq,138,2026-02-20 23:01:48,https://raider.io/characters/eu/terokkar/darqshaman,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/darqshaman,https://www.warcraftlogs.com/character/eu/terokkar/darqshaman
Ruckus,korgall,80,Druid,Kul Tiran,New Moon,1393.0,12680.0,False,Ruckus,81,2026-03-01 14:21:41,https://raider.io/characters/eu/korgall/ruckus,https://worldofwarcraft.blizzard.com/en-gb/character/eu/korgall/ruckus,https://www.warcraftlogs.com/character/eu/korgall/ruckus
Missdmeanor,terokkar,70,Mage,Lightforged Draenei,New Moon,3332.0,27980.0,False,Missdmeanor,84,2026-03-14 13:53:25,https://raider.io/characters/eu/terokkar/missdmeanor,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/missdmeanor,https://www.warcraftlogs.com/character/eu/terokkar/missdmeanor
Jamina,saurfang,65,Mage,Lightforged Draenei,Half Moon,586.0,4695.0,False,Jamina,36,2026-01-30 20:32:29,https://raider.io/characters/eu/saurfang/jamina,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/jamina,https://www.warcraftlogs.com/character/eu/saurfang/jamina
Mayadik,doomhammer,89,Death Knight,Night Elf,Full Moon,1388.0,11950.0,False,Mayadik,183,2026-03-16 13:50:46,https://raider.io/characters/eu/doomhammer/mayadik,https://worldofwarcraft.blizzard.com/en-gb/character/eu/doomhammer/mayadik,https://www.warcraftlogs.com/character/eu/doomhammer/mayadik
Handfaste,saurfang,80,Warrior,Kul Tiran,Active Moon,1353.0,11510.0,False,Handfaste,100,2026-03-11 16:05:46,https://raider.io/characters/eu/saurfang/handfaste,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/handfaste,https://www.warcraftlogs.com/character/eu/saurfang/handfaste
Nairi,saurfang,80,Death Knight,Human,Waxing Moon,1319.0,11605.0,False,Nairi,621,2025-12-06 16:56:36,https://raider.io/characters/eu/saurfang/nairi,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/nairi,https://www.warcraftlogs.com/character/eu/saurfang/nairi
Mudiwa,hellscream,90,Druid,,Waxing Moon,1785.0,14060.0,True,Saeko,235,2026-03-14 20:59:49,https://raider.io/characters/eu/hellscream/mudiwa,https://worldofwarcraft.blizzard.com/en-gb/character/eu/hellscream/mudiwa,https://www.warcraftlogs.com/character/eu/hellscream/mudiwa
Descarte,saurfang,80,Death Knight,Human,Active Moon,1353.0,11510.0,True,Handfaste,107,2026-03-11 16:05:03,https://raider.io/characters/eu/saurfang/descarte,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/descarte,https://www.warcraftlogs.com/character/eu/saurfang/descarte
Tarwis,terokkar,80,Mage,Human,Full Moon,803.0,7345.0,False,Tarwis,426,2025-12-04 01:15:53,https://raider.io/characters/eu/terokkar/tarwis,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/tarwis,https://www.warcraftlogs.com/character/eu/terokkar/tarwis
Hejtuur,terokkar,80,Death Knight,Draenei,Waxing Moon,1382.0,11565.0,False,Hejtuur,128,2026-03-02 19:46:42,https://raider.io/characters/eu/terokkar/hejtuur,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/hejtuur,https://www.warcraftlogs.com/character/eu/terokkar/hejtuur
Kremonn,magtheridon,90,Druid,Night Elf,Full Moon,2472.0,19920.0,False,Kremonn,214,2026-03-15 00:28:03,https://raider.io/characters/eu/magtheridon/kremonn,https://worldofwarcraft.blizzard.com/en-gb/character/eu/magtheridon/kremonn,https://www.warcraftlogs.com/character/eu/magtheridon/kremonn
Cartron,saurfang,90,Druid,Night Elf,Guild Officer,2425.0,20160.0,True,Twiztednipz,239,2026-03-15 21:42:47,https://raider.io/characters/eu/saurfang/cartron,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/cartron,https://www.warcraftlogs.com/character/eu/saurfang/cartron
